"","seqnames","start","end","width","strand","n","tx_names"
"988","chr2",3734756,3739440,4685,"-",2,c("g4906.t1", "g4907.t1")
"989","chr2",3740526,3749149,8624,"+",3,c("g4908.t1", "g4909.t1", "g4910.t1")
"990","chr2",3749520,3751996,2477,"-",2,c("g4911.t1", "g4912.t1")
"991","chr2",3772454,3780492,8039,"+",3,c("g4920.t1", "g4920.t2", "g4920.t3")
"992","chr2",3785206,3786929,1724,"+",2,c("g4923.t1", "g4924.t1")
"993","chr2",3791037,3803140,12104,"-",3,c("g4927.t2", "g4927.t1", "g4927.t3")
"994","chr2",3816577,3821007,4431,"-",3,c("g4932.t1", "g4932.t2", "g4932.t3")
"995","chr2",3841710,3858196,16487,"-",6,c("g4939.t1", "g4940.t1", "g4941.t1", "g4941.t2", "g4942.t2", "g4942.t1")
"996","chr2",3860473,3867915,7443,"-",5,c("g4943.t1", "g4944.t1", "g4945.t1", "g4946.t1", "g4947.t1")
"997","chr2",3889998,3896403,6406,"+",3,c("g4955.t1", "g4955.t2", "g4956.t1")
"998","chr2",3899238,3901307,2070,"+",2,c("g4958.t1", "g4959.t1")
"999","chr2",3911745,3915179,3435,"-",2,c("g4962.t1", "g4963.t1")
"1000","chr2",3951821,3952652,832,"+",2,c("g4971.t1", "g4972.t1")
"1001","chr2",3953471,3955338,1868,"+",2,c("g4973.t1", "g4974.t1")
"1002","chr2",3955447,3957971,2525,"-",2,c("g4975.t1", "g4976.t1")
"1003","chr2",3980165,3980933,769,"-",2,c("g4986.t1", "g4986.t2")
"1004","chr2",3990951,3993570,2620,"+",2,c("g4989.t1", "g4990.t1")
"1005","chr2",3999244,4002555,3312,"-",3,c("g4995.t1", "g4996.t1", "g4997.t1")
"1006","chr2",4009249,4014217,4969,"-",2,c("g4999.t1", "g5000.t1")
"1007","chr2",4032554,4035483,2930,"+",2,c("g5006.t1", "g5007.t1")
"1008","chr2",4093326,4099055,5730,"+",3,c("g5028.t1", "g5029.t1", "g5030.t1")
"1009","chr2",4099954,4102983,3030,"+",4,c("g5031.t1", "g5032.t1", "g5033.t1", "g5034.t1")
"1010","chr2",4256536,4262494,5959,"+",4,c("g5070.t1", "g5071.t1", "g5071.t2", "g5072.t1")
"1011","chr2",4354083,4358264,4182,"-",3,c("g5097.t1", "g5097.t2", "g5098.t1")
"1012","chr2",4358518,4363818,5301,"+",2,c("g5099.t1", "g5100.t1")
"1013","chr2",4379573,4383032,3460,"+",2,c("g5103.t1", "g5104.t1")
"1014","chr2",4383127,4384373,1247,"-",2,c("g5105.t1", "g5106.t1")
"1015","chr2",4448967,4452082,3116,"-",2,c("g5133.t1", "g5134.t1")
"1016","chr2",4452792,4457918,5127,"-",2,c("g5135.t1", "g5136.t1")
"1017","chr2",4470821,4477598,6778,"+",2,c("g5141.t1", "g5142.t1")
"1018","chr2",4477892,4480437,2546,"-",2,c("g5143.t1", "g5144.t1")
"1019","chr2",4514737,4516028,1292,"+",2,c("g5150.t1", "g5150.t2")
"1020","chr2",4583977,4584973,997,"-",2,c("g5168.t2", "g5168.t1")
"1021","chr2",4588652,4592369,3718,"+",2,c("g5170.t2", "g5170.t1")
"1022","chr2",4592450,4597890,5441,"-",2,c("g5171.t1", "g5172.t1")
"1023","chr2",4638669,4640016,1348,"-",2,c("g5182.t1", "g5182.t2")
"1024","chr2",4653544,4656245,2702,"+",2,c("g5186.t1", "g5187.t1")
"1025","chr2",4676774,4684591,7818,"+",2,c("g5191.t1", "g5191.t2")
"1026","chr2",4696400,4700739,4340,"+",2,c("g5196.t1", "g5197.t1")
"1027","chr2",4703243,4710379,7137,"+",2,c("g5198.t1", "g5199.t1")
"1028","chr2",4737400,4741962,4563,"-",3,c("g5208.t1", "g5209.t1", "g5210.t1")
"1029","chr2",4742364,4746945,4582,"+",2,c("g5211.t1", "g5212.t1")
"1030","chr2",4795888,4801904,6017,"+",7,c("g5235.t1", "g5236.t1", "g5237.t1", "g5238.t1", "g5239.t1", "g5240.t1", "g5241.t1")
"1031","chr2",4812022,4815562,3541,"+",4,c("g5243.t1", "g5244.t1", "g5245.t1", "g5246.t1")
"1032","chr2",4816216,4821555,5340,"+",3,c("g5247.t1", "g5248.t1", "g5248.t2")
"1033","chr2",4822059,4827079,5021,"+",2,c("g5249.t1", "g5250.t1")
"1034","chr2",4829420,4839021,9602,"+",2,c("g5251.t1", "g5251.t2")
"1035","chr2",4859645,4861876,2232,"+",2,c("g5254.t1", "g5254.t2")
"1036","chr2",4926771,4930693,3923,"-",2,c("g5268.t1", "g5269.t1")
"1037","chr2",4932047,4934848,2802,"+",2,c("g5270.t1", "g5271.t1")
"1038","chr2",4940854,4945652,4799,"+",2,c("g5273.t1", "g5274.t1")
"1039","chr2",5048779,5050435,1657,"+",2,c("g5301.t1", "g5302.t1")
"1040","chr2",5050835,5054042,3208,"-",2,c("g5303.t1", "g5304.t1")
"1041","chr2",5056042,5069205,13164,"+",4,c("g5305.t1", "g5306.t1", "g5307.t1", "g5308.t1")
"1042","chr2",5138720,5146064,7345,"+",2,c("g5329.t1", "g5330.t1")
"1043","chr2",5190630,5195802,5173,"-",2,c("g5344.t1", "g5344.t2")
"1044","chr2",5197312,5203284,5973,"-",2,c("g5345.t2", "g5345.t1")
"1045","chr2",5205383,5206253,871,"+",2,c("g5347.t2", "g5347.t1")
"1046","chr2",5293535,5297227,3693,"-",3,c("g5374.t3", "g5374.t1", "g5374.t2")
"1047","chr2",5344510,5347640,3131,"+",2,c("g5388.t1", "g5389.t1")
"1048","chr2",5395707,5401809,6103,"+",3,c("g5402.t1", "g5403.t1", "g5403.t2")
"1049","chr2",5423786,5427154,3369,"-",2,c("g5412.t1", "g5413.t1")
"1050","chr2",5475000,5486340,11341,"+",4,c("g5429.t1", "g5430.t1", "g5431.t1", "g5432.t1")
"1051","chr2",5580665,5582869,2205,"-",2,c("g5470.t1", "g5471.t1")
"1052","chr2",5663834,5670065,6232,"+",3,c("g5498.t1", "g5499.t1", "g5500.t1")
"1053","chr2",5690401,5696827,6427,"+",3,c("g5504.t1", "g5505.t1", "g5506.t1")
"1054","chr2",5731612,5733518,1907,"-",3,c("g5510.t1", "g5511.t1", "g5512.t1")
"1055","chr2",5748389,5749286,898,"-",2,c("g5514.t1", "g5515.t1")
"1056","chr2",5750074,5759370,9297,"-",8,c("g5516.t1", "g5517.t1", "g5518.t1", "g5519.t1", "g5520.t1", "g5521.t1", "g5522.t1", "g5523.t1")
"1057","chr2",5766427,5775575,9149,"-",2,c("g5529.t1", "g5530.t1")
"1058","chr2",5843946,5847349,3404,"+",2,c("g5559.t2", "g5559.t1")
"1059","chr2",5851921,5865024,13104,"-",2,c("g5561.t1", "g5561.t2")
"1060","chr2",5897770,5906974,9205,"-",3,c("g5569.t1", "g5570.t1", "g5571.t1")
"1061","chr2",5907468,5918550,11083,"+",5,c("g5572.t1", "g5573.t1", "g5574.t1", "g5575.t1", "g5576.t1")
"1062","chr2",5919173,5928029,8857,"+",5,c("g5577.t1", "g5578.t1", "g5579.t1", "g5580.t1", "g5581.t1")
"1063","chr2",5937678,5943518,5841,"+",2,c("g5584.t1", "g5585.t1")
"1064","chr2",5945093,5951465,6373,"-",3,c("g5586.t1", "g5587.t1", "g5588.t1")
"1065","chr2",5952233,5953868,1636,"-",2,c("g5589.t1", "g5589.t2")
"1066","chr2",5954416,5959986,5571,"-",3,c("g5590.t1", "g5590.t2", "g5591.t1")
"1067","chr2",5963099,5966185,3087,"+",2,c("g5593.t1", "g5594.t1")
"1068","chr2",6163533,6175117,11585,"+",4,c("g5653.t1", "g5654.t1", "g5655.t1", "g5656.t1")
"1069","chr2",6192894,6201212,8319,"-",4,c("g5662.t1", "g5663.t1", "g5664.t1", "g5665.t1")
"1070","chr2",6210425,6218407,7983,"+",6,c("g5669.t1", "g5670.t1", "g5671.t1", "g5672.t2", "g5672.t1", "g5672.t3")
"1071","chr2",6216618,6217574,957,"-",2,c("g5673.t2", "g5673.t1")
"1072","chr2",6262145,6265229,3085,"+",2,c("g5687.t1", "g5687.t2")
"1073","chr2",6282613,6285869,3257,"-",2,c("g5696.t1", "g5697.t1")
"1074","chr2",6289829,6293137,3309,"-",2,c("g5699.t1", "g5700.t1")
"1075","chr2",6302163,6306568,4406,"+",2,c("g5702.t1", "g5703.t1")
"1076","chr2",6344024,6346873,2850,"+",2,c("g5717.t1", "g5718.t1")
"1077","chr2",6387312,6391046,3735,"+",2,c("g5726.t1", "g5727.t1")
"1078","chr2",6391347,6401917,10571,"-",4,c("g5728.t3", "g5728.t1", "g5728.t2", "g5729.t1")
"1079","chr2",6402693,6406901,4209,"-",2,c("g5730.t1", "g5731.t1")
"1080","chr2",6407389,6410300,2912,"+",3,c("g5732.t1", "g5733.t1", "g5734.t1")
"1081","chr2",6410973,6419193,8221,"+",2,c("g5735.t1", "g5735.t2")
"1082","chr2",6419944,6428355,8412,"+",4,c("g5736.t1", "g5736.t2", "g5737.t1", "g5738.t1")
"1083","chr2",6429315,6434629,5315,"+",2,c("g5739.t1", "g5740.t1")
"1084","chr2",6437825,6445548,7724,"-",5,c("g5742.t1", "g5743.t1", "g5744.t1", "g5745.t1", "g5746.t1")
"1085","chr2",6446144,6459292,13149,"-",7,c("g5747.t1", "g5748.t1", "g5749.t1", "g5750.t1", "g5751.t1", "g5752.t1", "g5753.t1")
"1086","chr2",6460767,6464235,3469,"+",2,c("g5754.t2", "g5754.t1")
"1087","chr2",6514239,6516105,1867,"-",2,c("g5775.t1", "g5776.t1")
"1088","chr2",6519403,6522144,2742,"-",2,c("g5777.t1", "g5778.t1")
"1089","chr2",6530698,6533507,2810,"+",2,c("g5780.t1", "g5780.t2")
"1090","chr2",6534789,6540092,5304,"-",2,c("g5781.t1", "g5781.t2")
"1091","chr2",6562935,6565414,2480,"+",2,c("g5785.t1", "g5786.t1")
"1092","chr2",6587285,6589435,2151,"-",2,c("g5791.t1", "g5792.t1")
"1093","chr2",6611690,6614842,3153,"+",3,c("g5798.t1", "g5798.t2", "g5798.t3")
"1094","chr2",6617912,6623509,5598,"-",6,c("g5801.t1", "g5802.t1", "g5803.t1", "g5804.t1", "g5805.t1", "g5806.t1")
"1095","chr2",6624305,6626756,2452,"+",2,c("g5807.t1", "g5808.t1")
"1096","chr2",6676721,6681277,4557,"+",2,c("g5830.t1", "g5830.t2")
"1097","chr2",6735723,6738912,3190,"-",2,c("g5850.t1", "g5851.t1")
"1098","chr2",6760261,6770899,10639,"+",4,c("g5857.t1", "g5858.t1", "g5859.t1", "g5860.t1")
"1099","chr2",6809178,6812559,3382,"-",3,c("g5866.t2", "g5866.t1", "g5868.t1")
"1100","chr2",6813121,6819054,5934,"-",4,c("g5869.t1", "g5870.t1", "g5871.t1", "g5871.t2")
"1101","chr2",6830782,6833504,2723,"-",2,c("g5876.t1", "g5876.t2")
"1102","chr2",6834056,6838092,4037,"-",2,c("g5878.t2", "g5878.t1")
"1103","chr2",6850545,6850849,305,"+",2,c("g5883.t1", "g5883.t2")
"1104","chr2",6906759,6914750,7992,"-",2,c("g5889.t1", "g5889.t2")
"1105","chr2",6916704,6927333,10630,"-",6,c("g5890.t1", "g5891.t1", "g5892.t1", "g5893.t3", "g5893.t1", "g5893.t2")
"1106","chr2",6940044,6946851,6808,"+",5,c("g5899.t1", "g5900.t1", "g5901.t1", "g5902.t1", "g5903.t1")
"1107","chr2",6948319,6951840,3522,"-",2,c("g5904.t1", "g5905.t1")
"1108","chr2",6952207,6960624,8418,"+",5,c("g5906.t2", "g5906.t1", "g5906.t3", "g5907.t1", "g5908.t1")
"1109","chr2",6961136,6964814,3679,"+",3,c("g5909.t1", "g5910.t1", "g5911.t1")
"1110","chr2",6967820,6972528,4709,"+",4,c("g5912.t1", "g5913.t1", "g5914.t1", "g5915.t1")
"1111","chr2",6996296,7007319,11024,"+",2,c("g5918.t1", "g5919.t1")
"1112","chr2",7014552,7020244,5693,"+",2,c("g5921.t1", "g5922.t1")
"1113","chr2",7063204,7066183,2980,"-",2,c("g5933.t1", "g5934.t1")
"1114","chr2",7072777,7080418,7642,"+",3,c("g5935.t1", "g5936.t1", "g5937.t1")
"1115","chr2",7082592,7091353,8762,"+",5,c("g5938.t1", "g5938.t2", "g5939.t1", "g5939.t2", "g5939.t3")
"1116","chr2",7101493,7110443,8951,"-",4,c("g5942.t1", "g5942.t3", "g5942.t2", "g5943.t1")
"1117","chr2",7117655,7123411,5757,"+",5,c("g5945.t1", "g5946.t1", "g5947.t1", "g5948.t1", "g5949.t1")
"1118","chr2",7126070,7135127,9058,"-",3,c("g5951.t1", "g5952.t1", "g5953.t1")
"1119","chr2",7139886,7146116,6231,"+",4,c("g5956.t1", "g5957.t1", "g5958.t1", "g5959.t1")
"1120","chr2",7146769,7157842,11074,"+",7,c("g5960.t1", "g5961.t1", "g5962.t1", "g5963.t1", "g5964.t1", "g5965.t1", "g5965.t2")
"1121","chr2",7279909,7282690,2782,"-",2,c("g6005.t1", "g6006.t1")
"1122","chr2",7286007,7292036,6030,"-",3,c("g6008.t1", "g6009.t1", "g6010.t1")
"1123","chr2",7294466,7302113,7648,"-",4,c("g6012.t1", "g6013.t1", "g6014.t1", "g6015.t1")
"1124","chr2",7304722,7307095,2374,"+",2,c("g6017.t2", "g6017.t1")
"1125","chr2",7307746,7309858,2113,"-",2,c("g6018.t2", "g6018.t1")
"1126","chr2",7331070,7335808,4739,"-",2,c("g6021.t1", "g6022.t1")
"1127","chr2",7360408,7383585,23178,"-",5,c("g6029.t1", "g6030.t1", "g6030.t2", "g6031.t1", "g6032.t1")
"1128","chr2",7494193,7496659,2467,"+",2,c("g6069.t1", "g6070.t1")
"1129","chr2",7593816,7600463,6648,"-",4,c("g6094.t1", "g6095.t1", "g6096.t1", "g6097.t1")
"1130","chr2",7634239,7641830,7592,"+",4,c("g6104.t1", "g6105.t1", "g6106.t1", "g6107.t1")
"1131","chr2",7645596,7673431,27836,"+",6,c("g6108.t1", "g6109.t1", "g6110.t1", "g6111.t1", "g6112.t1", "g6113.t1")
"1132","chr2",7674710,7679185,4476,"+",3,c("g6114.t1", "g6115.t1", "g6116.t1")
"1133","chr2",7712593,7721390,8798,"-",2,c("g6127.t1", "g6128.t1")
"1134","chr2",7761911,7769350,7440,"+",4,c("g6139.t1", "g6140.t1", "g6141.t1", "g6142.t1")
"1135","chr2",7774290,7776572,2283,"+",2,c("g6144.t1", "g6145.t1")
"1136","chr2",7777201,7783585,6385,"+",2,c("g6146.t1", "g6147.t1")
"1137","chr2",7796241,7811774,15534,"-",2,c("g6150.t1", "g6151.t1")
"1138","chr2",7836209,7846174,9966,"+",2,c("g6154.t1", "g6154.t2")
"1139","chr2",7872823,7886464,13642,"-",4,c("g6161.t1", "g6162.t1", "g6163.t1", "g6164.t1")
"1140","chr2",7895013,7899544,4532,"-",2,c("g6169.t1", "g6170.t1")
"1141","chr2",7937708,7939945,2238,"-",2,c("g6182.t1", "g6183.t1")
"1142","chr2",7940465,7941187,723,"+",2,c("g6184.t2", "g6184.t1")
"1143","chr2",7945419,7948655,3237,"+",3,c("g6186.t1", "g6186.t2", "g6187.t1")
"1144","chr2",7950233,7952867,2635,"-",2,c("g6188.t2", "g6188.t1")
"1145","chr2",7954864,7956624,1761,"+",2,c("g6189.t1", "g6189.t2")
"1146","chr2",7958274,7963771,5498,"+",3,c("g6190.t1", "g6191.t1", "g6192.t1")
"1147","chr2",7964522,7966587,2066,"+",2,c("g6193.t1", "g6194.t1")
"1148","chr2",7966997,7970189,3193,"-",2,c("g6195.t1", "g6195.t2")
"1149","chr2",8057787,8072217,14431,"-",4,c("g6228.t1", "g6229.t1", "g6229.t2", "g6229.t3")
"1150","chr2",8078961,8084687,5727,"+",3,c("g6233.t1", "g6234.t1", "g6234.t2")
"1151","chr2",8095269,8109341,14073,"-",7,c("g6239.t1", "g6240.t1", "g6241.t2", "g6241.t3", "g6241.t4", "g6241.t1", "g6242.t1")
"1152","chr2",8178219,8186344,8126,"-",2,c("g6258.t1", "g6259.t1")
"1153","chr2",8202099,8208928,6830,"+",2,c("g6263.t1", "g6264.t1")
"1154","chr2",8232692,8242358,9667,"-",5,c("g6276.t1", "g6277.t1", "g6278.t1", "g6279.t1", "g6280.t1")
"1155","chr2",8244546,8245276,731,"-",2,c("g6282.t1", "g6283.t1")
"1156","chr2",8246081,8249006,2926,"-",4,c("g6284.t1", "g6284.t2", "g6285.t1", "g6285.t2")
"1157","chr2",8259765,8267502,7738,"-",3,c("g6287.t1", "g6288.t1", "g6289.t1")
"1158","chr2",8268805,8275573,6769,"-",3,c("g6290.t1", "g6291.t1", "g6291.t2")
"1159","chr2",8278052,8281172,3121,"+",3,c("g6293.t2", "g6293.t1", "g6294.t1")
"1160","chr2",8294506,8299676,5171,"+",2,c("g6299.t1", "g6300.t1")
"1161","chr2",8305361,8312331,6971,"-",4,c("g6302.t1", "g6303.t1", "g6303.t2", "g6303.t3")
"1162","chr2",8321943,8326328,4386,"+",4,c("g6305.t1", "g6305.t2", "g6306.t1", "g6307.t1")
"1163","chr2",8340344,8348564,8221,"-",2,c("g6311.t1", "g6312.t1")
"1164","chr2",8416675,8421494,4820,"-",2,c("g6317.t1", "g6318.t1")
"1165","chr2",8430429,8433450,3022,"-",2,c("g6320.t2", "g6320.t1")
"1166","chr2",8442749,8445565,2817,"-",2,c("g6323.t1", "g6323.t3")
"1167","chr2",8459389,8461430,2042,"+",2,c("g6328.t1", "g6329.t1")
"1168","chr2",8471055,8474407,3353,"-",2,c("g6331.t1", "g6332.t1")
"1169","chr2",8479447,8483843,4397,"-",2,c("g6334.t1", "g6335.t1")
"1170","chr2",8558142,8570569,12428,"-",5,c("g6354.t1", "g6355.t1", "g6356.t1", "g6357.t1", "g6358.t1")
"1171","chr2",8572150,8573436,1287,"-",2,c("g6359.t1", "g6360.t1")
"1172","chr2",8595996,8601269,5274,"+",2,c("g6365.t1", "g6366.t1")
"1173","chr2",8601944,8610261,8318,"+",5,c("g6367.t1", "g6368.t1", "g6368.t2", "g6369.t1", "g6370.t1")
"1174","chr2",8615519,8623120,7602,"-",2,c("g6372.t1", "g6372.t2")
"1175","chr2",8633065,8638314,5250,"-",3,c("g6373.t1", "g6374.t1", "g6375.t1")
"1176","chr2",8658250,8680101,21852,"-",2,c("g6378.t1", "g6379.t1")
"1177","chr2",8682245,8685644,3400,"-",3,c("g6380.t1", "g6380.t2", "g6381.t1")
"1178","chr2",8717556,8729890,12335,"+",3,c("g6396.t1", "g6397.t1", "g6398.t1")
"1179","chr2",8734612,8738733,4122,"+",3,c("g6399.t1", "g6399.t2", "g6400.t1")
"1180","chr2",8739259,8747836,8578,"+",6,c("g6401.t1", "g6402.t1", "g6403.t1", "g6404.t1", "g6404.t3", "g6404.t2")
"1181","chr2",8747948,8754000,6053,"-",7,c("g6405.t1", "g6406.t1", "g6407.t1", "g6408.t1", "g6408.t2", "g6408.t3", "g6409.t1")
"1182","chr2",8759010,8770994,11985,"-",7,c("g6412.t2", "g6412.t1", "g6412.t3", "g6413.t1", "g6414.t1", "g6414.t2", "g6415.t1")
"1183","chr2",8772655,8779115,6461,"-",2,c("g6416.t1", "g6417.t1")
"1184","chr2",8780956,8794997,14042,"-",10,c("g6419.t2", "g6419.t1", "g6420.t1", "g6420.t2", "g6421.t1", "g6422.t1", "g6423.t1", "g6424.t1", "g6425.t1", "g6426.t1")
"1185","chr2",8795648,8798284,2637,"-",2,c("g6427.t1", "g6428.t1")
"1186","chr2",8824066,8827557,3492,"-",3,c("g6437.t1", "g6438.t1", "g6439.t1")
"1187","chr2",8852548,8857429,4882,"-",2,c("g6443.t1", "g6444.t1")
"1188","chr2",8882367,8885453,3087,"-",2,c("g6457.t1", "g6458.t1")
"1189","chr2",8885607,8888544,2938,"+",2,c("g6459.t1", "g6460.t1")
"1190","chr2",8891183,8893449,2267,"+",3,c("g6462.t1", "g6463.t1", "g6464.t1")
"1191","chr2",8895021,8896133,1113,"+",2,c("g6465.t1", "g6465.t2")
"1192","chr2",8900236,8903375,3140,"+",2,c("g6466.t1", "g6467.t1")
"1193","chr2",8965506,8967022,1517,"-",3,c("g6484.t1", "g6484.t2", "g6486.t1")
"1194","chr2",9001137,9007486,6350,"-",2,c("g6497.t1", "g6498.t1")
"1195","chr2",9012981,9016589,3609,"+",3,c("g6500.t3", "g6500.t1", "g6500.t2")
"1196","chr2",9030886,9036492,5607,"-",2,c("g6505.t1", "g6506.t1")
"1197","chr2",9043438,9047906,4469,"+",2,c("g6510.t1", "g6511.t1")
"1198","chr2",9048099,9050293,2195,"-",2,c("g6512.t1", "g6513.t1")
"1199","chr2",9063750,9067688,3939,"+",4,c("g6519.t1", "g6520.t1", "g6520.t2", "g6520.t3")
"1200","chr2",9118312,9123566,5255,"-",5,c("g6528.t1", "g6528.t2", "g6530.t1", "g6530.t2", "g6531.t1")
"1201","chr2",9124894,9129446,4553,"+",2,c("g6532.t1", "g6533.t1")
"1202","chr2",9129542,9131684,2143,"-",2,c("g6534.t1", "g6535.t1")
"1203","chr2",9135625,9139100,3476,"+",2,c("g6537.t1", "g6538.t1")
"1204","chr2",9154771,9156261,1491,"+",2,c("g6543.t1", "g6544.t1")
"1205","chr2",9156932,9160249,3318,"-",2,c("g6545.t1", "g6545.t2")
"1206","chr2",9229273,9232250,2978,"+",2,c("g6565.t1", "g6566.t1")
"1207","chr2",9297459,9300480,3022,"-",2,c("g6591.t1", "g6591.t2")
"1208","chr2",9345581,9350877,5297,"+",3,c("g6607.t3", "g6607.t2", "g6607.t1")
"1209","chr2",9365282,9367446,2165,"+",2,c("g6611.t1", "g6611.t2")
"1210","chr2",9368034,9370268,2235,"+",2,c("g6612.t1", "g6613.t1")
"1211","chr2",9376226,9377923,1698,"-",2,c("g6617.t1", "g6618.t1")
"1212","chr2",9385789,9389485,3697,"-",2,c("g6621.t1", "g6622.t1")
"1213","chr2",9390417,9395013,4597,"-",2,c("g6623.t1", "g6624.t1")
"1214","chr2",9397269,9398784,1516,"+",2,c("g6625.t1", "g6626.t1")
"1215","chr2",9401451,9405824,4374,"+",2,c("g6628.t1", "g6629.t1")
"1216","chr2",9406514,9411403,4890,"+",2,c("g6630.t1", "g6631.t1")
"1217","chr2",9415224,9418394,3171,"-",3,c("g6633.t1", "g6634.t2", "g6634.t1")
"1218","chr2",9472380,9474932,2553,"+",3,c("g6649.t3", "g6649.t1", "g6649.t2")
"1219","chr2",9564677,9574589,9913,"-",5,c("g6663.t1", "g6663.t3", "g6663.t2", "g6663.t4", "g6664.t1")
"1220","chr2",9574959,9577218,2260,"+",2,c("g6665.t1", "g6666.t1")
"1221","chr2",9677616,9679607,1992,"+",2,c("g6697.t1", "g6698.t1")
"1222","chr2",9679788,9685204,5417,"-",2,c("g6699.t2", "g6699.t1")
"1223","chr2",9723958,9733249,9292,"+",2,c("g6713.t1", "g6714.t1")
"1224","chr2",9733293,9736454,3162,"-",2,c("g6715.t1", "g6716.t1")
"1225","chr2",9738614,9752643,14030,"+",6,c("g6717.t1", "g6718.t1", "g6719.t1", "g6720.t2", "g6720.t3", "g6720.t1")
"1226","chr2",9759187,9764439,5253,"-",3,c("g6722.t1", "g6723.t1", "g6724.t1")
"1227","chr2",9767595,9777317,9723,"-",2,c("g6725.t1", "g6726.t1")
"1228","chr2",9814168,9817837,3670,"-",2,c("g6734.t1", "g6735.t1")
"1229","chr2",9826931,9832105,5175,"-",3,c("g6739.t1", "g6740.t1", "g6740.t2")
"1230","chr2",9882328,9901924,19597,"+",9,c("g6751.t1", "g6752.t1", "g6753.t1", "g6754.t1", "g6755.t1", "g6756.t1", "g6757.t1", "g6757.t2", "g6757.t3")
"1231","chr2",9916162,9922878,6717,"-",5,c("g6761.t1", "g6762.t1", "g6763.t2", "g6763.t1", "g6764.t1")
"1232","chr2",9986963,9992051,5089,"+",4,c("g6781.t1", "g6782.t1", "g6783.t1", "g6784.t1")
"1233","chr2",10054086,10060794,6709,"+",3,c("g6809.t1", "g6809.t2", "g6810.t1")
"1234","chr2",10078267,10080272,2006,"-",2,c("g6817.t1", "g6818.t1")
"1235","chr2",10176561,10177098,538,"-",2,c("g6841.t1", "g6841.t2")
"1236","chr2",10206713,10209740,3028,"+",2,c("g6855.t1", "g6856.t1")
"1237","chr2",10224650,10228325,3676,"-",2,c("g6858.t1", "g6859.t1")
"1238","chr2",10249619,10253589,3971,"-",2,c("g6862.t1", "g6863.t1")
"1239","chr2",10254505,10258431,3927,"+",2,c("g6864.t1", "g6865.t1")
"1240","chr2",10262461,10263357,897,"-",2,c("g6867.t1", "g6867.t2")
"1241","chr2",10264090,10267519,3430,"+",3,c("g6868.t1", "g6869.t1", "g6870.t1")
"1242","chr2",10268118,10276895,8778,"+",2,c("g6871.t1", "g6872.t1")
"1243","chr2",10277498,10280459,2962,"+",2,c("g6873.t1", "g6873.t2")
"1244","chr2",10337265,10357463,20199,"-",2,c("g6886.t1", "g6886.t2")
"1245","chr2",10358581,10361650,3070,"-",2,c("g6887.t1", "g6888.t1")
"1246","chr2",10362314,10364893,2580,"+",2,c("g6889.t1", "g6890.t1")
"1247","chr2",10368305,10378820,10516,"+",7,c("g6891.t1", "g6892.t1", "g6893.t1", "g6894.t1", "g6895.t1", "g6896.t1", "g6897.t1")
"1248","chr2",10379664,10385062,5399,"+",2,c("g6898.t1", "g6899.t1")
"1249","chr2",10385890,10388641,2752,"-",3,c("g6900.t2", "g6900.t3", "g6900.t1")
"1250","chr2",10389763,10394540,4778,"-",3,c("g6901.t2", "g6901.t1", "g6902.t1")
"1251","chr2",10396493,10423572,27080,"+",3,c("g6904.t1", "g6905.t1", "g6906.t1")
"1252","chr2",10477668,10483341,5674,"-",2,c("g6922.t1", "g6923.t1")
"1253","chr2",10499094,10501383,2290,"-",2,c("g6931.t1", "g6932.t1")
"1254","chr2",10502457,10505460,3004,"+",2,c("g6933.t1", "g6934.t1")
"1255","chr2",10505986,10512386,6401,"+",3,c("g6935.t1", "g6936.t1", "g6937.t1")
"1256","chr2",10513447,10516362,2916,"+",2,c("g6938.t1", "g6939.t1")
"1257","chr2",10550257,10556822,6566,"+",3,c("g6951.t1", "g6952.t2", "g6952.t1")
"1258","chr2",10577092,10579460,2369,"-",3,c("g6963.t1", "g6963.t2", "g6963.t3")
"1259","chr2",10584473,10586347,1875,"-",2,c("g6965.t1", "g6966.t1")
"1260","chr2",10603332,10606035,2704,"+",3,c("g6971.t1", "g6972.t1", "g6973.t1")
"1261","chr2",10665052,10667004,1953,"-",2,c("g6990.t1", "g6991.t1")
"1262","chr2",10667707,10672347,4641,"-",3,c("g6992.t1", "g6992.t2", "g6993.t1")
"1263","chr2",10675058,10678482,3425,"-",3,c("g6994.t1", "g6995.t1", "g6996.t1")
"1264","chr2",10679507,10707169,27663,"-",13,c("g6997.t1", "g6997.t2", "g6998.t1", "g6999.t1", "g7000.t1", "g7001.t1", "g7002.t1", "g7003.t1", "g7004.t1", "g7005.t1", "g7006.t1", "g7006.t2", "g7007.t1")
"1265","chr2",10712339,10716317,3979,"+",2,c("g7009.t1", "g7010.t1")
"1266","chr2",10722734,10725675,2942,"+",3,c("g7012.t3", "g7012.t1", "g7012.t2")
"1267","chr2",10766794,10776474,9681,"-",5,c("g7028.t1", "g7028.t2", "g7029.t1", "g7030.t1", "g7030.t2")
"1268","chr2",10781584,10788595,7012,"-",5,c("g7034.t1", "g7035.t1", "g7036.t1", "g7037.t1", "g7038.t1")
"1269","chr2",10805024,10815284,10261,"+",7,c("g7046.t1", "g7046.t2", "g7047.t1", "g7048.t1", "g7049.t1", "g7049.t2", "g7049.t3")
"1270","chr2",10844834,10852417,7584,"+",2,c("g7062.t1", "g7063.t1")
